clave,entidad,municipio,poblacion,ing_corr_tot_pc,anios_esc_mean,anios_esc_esp,ss_subin_salud,se_subin_educ,si_subin_ing,idh,gini,,
19050,Nuevo León,Vallecillo,1552,4335.697,6.735,10.844,0.868,0.526,0.78,0.709,0.28,,
19051,Nuevo León,Villaldama,3573,5430.542,8.336,11.936,0.917,0.609,0.814,0.769,0.32,,
21001,Puebla,Acajete,72894,1814.141,6.605,11.503,0.703,0.54,0.648,0.627,0.32,,
21002,Puebla,Acateno,9170,2081.626,6.477,11.745,0.845,0.542,0.669,0.674,0.3,,
21003,Puebla,Acatlán,37955,2370.548,7.787,12.562,0.874,0.609,0.689,0.715,0.37,,
21004,Puebla,Acatzingo,63743,2015.952,7.131,10.586,0.74,0.532,0.664,0.639,0.31,,
21005,Puebla,Acteopan,3070,1240.708,5.445,10.998,0.79,0.487,0.591,0.61,0.31,,
21006,Puebla,Ahuacatlán,14542,1684.772,5.067,12.975,0.611,0.529,0.637,0.59,0.32,,
21007,Puebla,Ahuatlán,3162,1403.62,5.302,11.43,0.853,0.494,0.61,0.636,0.32,,
21008,Puebla,Ahuazotepec,11439,2165.334,7.817,12.792,0.79,0.616,0.675,0.69,0.3,,
21009,Puebla,Ahuehuetitla,2207,2049.656,6.449,11.901,0.836,0.546,0.667,0.673,0.36,,
21010,Puebla,Ajalpan,74768,1983.465,5.906,10.616,0.714,0.492,0.662,0.615,0.35,,
21011,Puebla,Albino Zertuche,1885,1625.889,5.697,11.433,0.745,0.508,0.632,0.621,0.33,,
21012,Puebla,Aljojuca,6591,1518.187,6.81,13.194,0.673,0.594,0.622,0.629,0.34,,
21013,Puebla,Altepexi,22629,1998.252,6.121,10.357,0.854,0.492,0.663,0.653,0.3,,
21014,Puebla,Amixtlán,4812,1498.482,4.77,12.784,0.718,0.514,0.62,0.612,0.32,,
21015,Puebla,Amozoc,125876,2562.868,8.761,12.369,0.769,0.636,0.701,0.7,0.33,,
21016,Puebla,Aquixtla,9021,1755.191,6.487,11.64,0.878,0.54,0.643,0.673,0.32,,
21017,Puebla,Atempan,29742,1639.75,6.658,12.228,0.84,0.562,0.633,0.668,0.37,,
21018,Puebla,Atexcal,3859,1766.72,6.324,12.888,0.882,0.569,0.644,0.686,0.35,,
21019,Puebla,Atlixco,141793,2589.682,8.457,12.496,0.845,0.629,0.702,0.72,0.34,,
21020,Puebla,Atoyatempan,7704,1764.574,7.324,11.901,0.779,0.575,0.644,0.661,0.33,,
21021,Puebla,Atzala,1512,2292.139,7.359,12.727,0.836,0.599,0.684,0.7,0.32,,
21022,Puebla,Atzitzihuacán,12857,1530.815,5.925,11.096,0.88,0.506,0.623,0.652,0.33,,
21023,Puebla,Atzitzintla,9051,1206.338,5.461,10.592,0.75,0.476,0.587,0.594,0.33,,
21024,Puebla,Axutla,976,2102.242,5.248,12.112,0.85,0.511,0.671,0.663,0.32,,
21025,Puebla,Ayotoxco de Guerrero,8208,1913.04,6.917,12.105,0.784,0.567,0.656,0.663,0.33,,
21026,Puebla,Calpan,15271,1902.329,6.681,12.653,0.845,0.574,0.656,0.683,0.32,,
21027,Puebla,Caltepec,4128,1514.338,5.828,12.52,0.85,0.542,0.621,0.659,0.32,,
21028,Puebla,Camocuautla,2758,1275.862,4.601,10.978,0.763,0.458,0.595,0.593,0.29,,
21029,Puebla,Caxhuacan,3811,1762.481,6.773,13.983,0.765,0.614,0.644,0.671,0.39,,
21030,Puebla,Coatepec,772,1856.965,5.397,12.757,0.853,0.534,0.652,0.667,0.32,,
21031,Puebla,Coatzingo,2820,1532.383,4.896,11.061,0.847,0.47,0.623,0.629,0.33,,
21032,Puebla,Cohetzala,1382,1735.398,5.822,12.198,0.863,0.533,0.642,0.666,0.32,,
21033,Puebla,Cohuecan,5403,1472.775,7.306,11.802,0.842,0.571,0.617,0.667,0.33,,
21034,Puebla,Coronango,46836,2556.393,9.347,12.889,0.882,0.67,0.7,0.745,0.39,,
21035,Puebla,Coxcatlán,20653,1860.123,7.28,12.208,0.778,0.582,0.652,0.666,0.37,,
21036,Puebla,Coyomeapan,14806,942.773,4.228,10.002,0.753,0.419,0.55,0.558,0.34,,
21037,Puebla,Coyotepec,2334,2234.124,6.898,14.341,0.841,0.628,0.68,0.711,0.37,,
21038,Puebla,Cuapiaxtla de Madero,10542,1954.817,6.985,10.408,0.826,0.522,0.66,0.658,0.28,,
21039,Puebla,Cuautempan,9837,1470.537,6.183,11.613,0.845,0.529,0.617,0.651,0.34,,
21040,Puebla,Cuautinchán,12340,1976.059,7.191,11.946,0.71,0.572,0.661,0.645,0.31,,
21041,Puebla,Cuautlancingo,137435,3350.396,11.199,13.351,0.865,0.744,0.741,0.781,0.32,,
21042,Puebla,Cuayuca de Andrade,3315,1604.239,5.693,11.115,0.853,0.499,0.63,0.645,0.34,,
21043,Puebla,Cuetzalan del Progreso,49864,1626.008,6.534,12.275,0.813,0.559,0.632,0.66,0.32,,
21044,Puebla,Cuyoaco,17139,1956.608,6.984,12.426,0.78,0.578,0.66,0.668,0.3,,
21045,Puebla,Chalchicomula de Sesma,47410,2187.29,7.772,12.292,0.708,0.6,0.677,0.66,0.36,,
21046,Puebla,Chapulco,8193,1984.817,6.754,11.484,0.607,0.544,0.662,0.603,0.31,,
21047,Puebla,Chiautla,21699,2381.695,7.441,11.879,0.875,0.578,0.69,0.704,0.36,,
21048,Puebla,Chiautzingo,22039,1978.043,7.768,12.625,0.775,0.61,0.662,0.679,0.32,,
21049,Puebla,Chiconcuautla,17382,1192.236,4.076,11.126,0.646,0.445,0.585,0.552,0.33,,
21050,Puebla,Chichiquila,26928,1307.942,4.68,9.418,0.731,0.418,0.599,0.568,0.32,,
21051,Puebla,Chietla,37030,2018.788,6.702,11.445,0.857,0.541,0.665,0.676,0.32,,
21052,Puebla,Chigmecatitlán,1215,1363.449,5.479,12.756,0.856,0.537,0.605,0.653,0.31,,
21053,Puebla,Chignahuapan,66464,2186.285,7.383,11.887,0.759,0.576,0.677,0.667,0.33,,
21054,Puebla,Chignautla,35223,2021.835,6.609,12.366,0.723,0.564,0.665,0.647,0.32,,
21055,Puebla,Chila,5082,1697.015,6.467,11.392,0.857,0.532,0.638,0.663,0.37,,
21056,Puebla,Chila de la Sal,1317,2003.967,5.198,11.994,0.808,0.506,0.663,0.647,0.31,,
21057,Puebla,Honey,6687,1451.952,5.66,11.791,0.827,0.516,0.615,0.64,0.33,,
21058,Puebla,Chilchotla,21002,1246.287,4.349,10.769,0.707,0.444,0.592,0.571,0.35,,
21059,Puebla,Chinantla,2846,2049.778,6.607,11.478,0.815,0.539,0.667,0.664,0.38,,
21060,Puebla,Domingo Arenas,7982,1722.95,6.548,11.365,0.748,0.534,0.641,0.635,0.33,,
21061,Puebla,Eloxochitlán,14461,971.986,4.299,9.513,0.693,0.408,0.554,0.539,0.31,,
21062,Puebla,Epatlán,4943,2194.22,6.63,12.341,0.885,0.564,0.677,0.696,0.32,,
21063,Puebla,Esperanza,14766,1805.766,7.011,12.398,0.723,0.578,0.648,0.647,0.33,,
21064,Puebla,Francisco Z. Mena,17824,1857.644,6.581,11.944,0.781,0.551,0.652,0.655,0.31,,
21065,Puebla,General Felipe Ángeles,22694,2020.315,5.906,10.772,0.728,0.496,0.665,0.622,0.28,,
21066,Puebla,Guadalupe,6451,1879.045,5.366,11.783,0.843,0.506,0.654,0.654,0.32,,
21067,Puebla,Guadalupe Victoria,18784,2041.34,6.71,12.124,0.681,0.56,0.666,0.634,0.32,,
21068,Puebla,Hermenegildo Galeana,7011,1471.428,4.378,11.778,0.847,0.473,0.617,0.628,0.32,,
21069,Puebla,Huaquechula,29233,1781.356,6.359,10.939,0.881,0.516,0.646,0.665,0.33,,
21070,Puebla,Huatlatlauca,6111,1450.576,4.841,12.894,0.671,0.52,0.615,0.598,0.33,,
21071,Puebla,Huauchinango,103946,2478.719,8.547,12.85,0.736,0.642,0.696,0.69,0.39,,
21072,Puebla,Huehuetla,17082,1463.346,4.842,11.793,0.62,0.489,0.616,0.572,0.35,,
21073,Puebla,Huehuetlán el Chico,9760,1755.243,6.647,11.303,0.878,0.536,0.643,0.671,0.35,,
21074,Puebla,Huejotzingo,90794,2338.465,8.46,13.038,0.832,0.644,0.687,0.717,0.33,,
21075,Puebla,Hueyapan,13080,1602.699,6.937,13.192,0.866,0.598,0.63,0.688,0.31,,
21076,Puebla,Hueytamalco,27600,1696.672,6.197,11.604,0.792,0.529,0.638,0.644,0.31,,
21077,Puebla,Hueytlalpan,5951,1243.28,4.411,10.88,0.541,0.449,0.591,0.524,0.31,,
21078,Puebla,Huitzilan de Serdán,15928,1438.395,4.639,9.276,0.625,0.412,0.613,0.541,0.31,,
21079,Puebla,Huitziltepec,5782,2059.744,7.743,12.789,0.806,0.613,0.668,0.691,0.3,,
21080,Puebla,Atlequizayan,2633,1326.911,4.919,12.201,0.826,0.503,0.601,0.63,0.32,,
21081,Puebla,Ixcamilpa de Guerrero,4065,1589.634,5.266,10.935,0.843,0.479,0.628,0.633,0.32,,
21082,Puebla,Ixcaquixtla,8804,2612.054,8.767,13.299,0.638,0.662,0.704,0.667,0.38,,
21083,Puebla,Ixtacamaxtitlán,25319,1693,6.057,12.516,0.701,0.55,0.638,0.626,0.3,,
21084,Puebla,Ixtepec,6950,1375.669,4.655,10.831,0.74,0.456,0.607,0.589,0.35,,
21085,Puebla,Izúcar de Matamoros,82809,2463.926,8.282,12.955,0.878,0.636,0.695,0.73,0.35,,
21086,Puebla,Jalpan,12050,1783.432,6.463,12.445,0.854,0.561,0.646,0.676,0.3,,
21087,Puebla,Jolalpan,13308,1477.937,5.113,10.685,0.858,0.467,0.617,0.628,0.32,,
21088,Puebla,Jonotla,4457,1595.695,6.405,12.802,0.86,0.569,0.629,0.675,0.34,,
21089,Puebla,Jopala,12131,1703.935,5.048,12.04,0.828,0.503,0.639,0.643,0.31,,
21090,Puebla,Juan C. Bonilla,23783,2648.182,9.292,13.341,0.821,0.68,0.706,0.733,0.36,,
21091,Puebla,Juan Galindo,9828,2562.223,9.08,13.663,0.892,0.682,0.701,0.753,0.36,,
21092,Puebla,Juan N. Méndez,5293,1545.257,5.369,11.241,0.805,0.491,0.624,0.627,0.31,,
21093,Puebla,Lafragua,7650,1264.302,5.166,11.066,0.758,0.48,0.594,0.6,0.35,,
21094,Puebla,Libres,37257,2325.376,8.445,12.646,0.673,0.633,0.686,0.664,0.34,,
21095,Puebla,La Magdalena Tlatlauquitepec,650,1193.221,8.472,12.96,0.758,0.642,0.585,0.658,0.34,,
21096,Puebla,Mazapiltepec de Juárez,3176,1823.959,7.311,11.357,0.653,0.559,0.649,0.619,0.31,,
21097,Puebla,Mixtla,2668,2167.878,8.922,13.594,0.753,0.675,0.675,0.7,0.33,,
21098,Puebla,Molcaxac,6668,1785.778,7.064,11.482,0.74,0.554,0.646,0.642,0.33,,
21099,Puebla,Cañada Morelos,20659,1660.073,5.876,10.753,0.78,0.495,0.635,0.626,0.3,,
21100,Puebla,Naupan,9310,1233.396,5.117,11.602,0.804,0.493,0.59,0.616,0.32,,
21101,Puebla,Nauzontla,3317,1699.536,6.282,12.427,0.883,0.555,0.639,0.679,0.31,,
21102,Puebla,Nealtican,14075,2169.043,6.872,11.196,0.885,0.54,0.675,0.686,0.29,,
21103,Puebla,Nicolás Bravo,6644,2066.369,6.295,11.646,0.828,0.533,0.668,0.666,0.31,,
21104,Puebla,Nopalucan,32772,1981.786,7.398,11.485,0.85,0.566,0.662,0.683,0.34,,
21105,Puebla,Ocotepec,5077,1835.062,6.775,12.82,0.803,0.582,0.65,0.672,0.34,,
21106,Puebla,Ocoyucan,42669,2674.581,9.175,12.281,0.89,0.647,0.707,0.741,0.41,,
21107,Puebla,Olintla,11993,1201.08,3.95,11.328,0.788,0.446,0.586,0.591,0.34,,
21108,Puebla,Oriental,19903,2096.884,7.618,12.107,0.76,0.59,0.67,0.67,0.35,,
21109,Puebla,Pahuatlán,20274,1685.799,6.494,12.142,0.825,0.554,0.637,0.663,0.35,,
21110,Puebla,Palmar de Bravo,50226,1859.977,5.594,9.9,0.837,0.461,0.652,0.631,0.3,,
21111,Puebla,Pantepec,18528,1668.461,6.325,12.329,0.822,0.553,0.636,0.661,0.33,,
21112,Puebla,Petlalcingo,9350,1563.775,5.629,11.631,0.854,0.511,0.626,0.649,0.36,,
21113,Puebla,Piaxtla,4627,1873.849,5.861,11.662,0.855,0.519,0.653,0.662,0.35,,
21114,Puebla,Puebla,1692181,3724.151,11.009,14.072,0.881,0.758,0.757,0.797,0.35,,
21115,Puebla,Quecholac,57992,1584.405,6.009,9.81,0.79,0.473,0.628,0.617,0.32,,
21116,Puebla,Quimixtlán,22855,1312.331,4.757,9.835,0.845,0.432,0.6,0.603,0.34,,
21117,Puebla,Rafael Lara Grajales,15952,2568.934,8.253,11.919,0.857,0.606,0.701,0.714,0.32,,
21118,Puebla,Los Reyes de Juárez,30021,1849.962,6.677,10.366,0.71,0.511,0.651,0.618,0.3,,
21119,Puebla,San Andrés Cholula,154448,3784.13,11.146,14.529,0.782,0.775,0.759,0.772,0.38,,
21120,Puebla,San Antonio Cañada,5938,1558.315,5.103,10.32,0.738,0.457,0.625,0.595,0.33,,
21121,Puebla,San Diego la Mesa Tochimiltzingo,1270,1541.834,5.064,11.213,0.849,0.48,0.624,0.634,0.32,,
21122,Puebla,San Felipe Teotlalcingo,11063,1989.702,7.707,12.038,0.887,0.591,0.662,0.703,0.32,,
21123,Puebla,San Felipe Tepatlán,3793,1444.393,4.463,11.494,0.857,0.468,0.614,0.627,0.29,,
21124,Puebla,San Gabriel Chilac,15954,1872.033,6.532,11.61,0.858,0.54,0.653,0.672,0.31,,
21125,Puebla,San Gregorio Atzompa,9671,3291.551,9.551,12.687,0.876,0.671,0.738,0.757,0.35,,
21126,Puebla,San Jerónimo Tecuanipan,6597,1730.581,7.126,11.648,0.792,0.561,0.641,0.658,0.33,,
21127,Puebla,San Jerónimo Xayacatlán,3606,2250.299,6.497,13.834,0.841,0.601,0.681,0.701,0.35,,
21128,Puebla,San José Chiapa,10443,2150.203,7.155,12.403,0.801,0.583,0.674,0.68,0.32,,
21129,Puebla,San José Miahuatlán,14018,1720.927,5.793,11.764,0.885,0.52,0.64,0.665,0.3,,
21130,Puebla,San Juan Atenco,3604,1853.547,6.614,13.059,0.882,0.583,0.652,0.695,0.31,,
21131,Puebla,San Juan Atzompa,975,1340.124,7.573,12.633,0.735,0.603,0.603,0.644,0.33,,
21132,Puebla,San Martín Texmelucan,155738,2478.475,9.223,13.06,0.83,0.67,0.696,0.729,0.34,,
21133,Puebla,San Martín Totoltepec,692,2064.213,6.756,13.444,0.881,0.599,0.668,0.706,0.33,,
21134,Puebla,San Matías Tlalancaleca,20974,1920.235,7.516,11.883,0.84,0.581,0.657,0.684,0.31,,
21135,Puebla,San Miguel Ixitlán,526,1534.543,5.975,12.735,0.762,0.553,0.623,0.64,0.32,,
21136,Puebla,San Miguel Xoxtla,12461,2755.223,9.738,14.047,0.887,0.715,0.712,0.767,0.32,,
21137,Puebla,San Nicolás Buenos Aires,10464,1638.276,5.531,9.684,0.713,0.453,0.633,0.589,0.32,,
21138,Puebla,San Nicolás de los Ranchos,11780,1928.854,6.975,12.18,0.877,0.571,0.658,0.691,0.32,,
21139,Puebla,San Pablo Anicano,3759,1836.827,6.881,12.451,0.879,0.575,0.65,0.69,0.35,,
21140,Puebla,San Pedro Cholula,138433,3503.656,10.85,14.002,0.868,0.751,0.748,0.787,0.38,,
21141,Puebla,San Pedro Yeloixtlahuaca,3488,2086.482,6.834,12.752,0.853,0.582,0.67,0.693,0.35,,
21142,Puebla,San Salvador el Seco,30639,1853.611,6.718,12.331,0.755,0.566,0.652,0.653,0.32,,
21143,Puebla,San Salvador el Verde,34880,2488.241,8.415,12.224,0.766,0.62,0.696,0.691,0.3,,
21144,Puebla,San Salvador Huixcolotla,16790,1953.313,6.718,10.246,0.679,0.509,0.66,0.611,0.31,,
21145,Puebla,San Sebastián Tlacotepec,13189,1093.293,4.904,10.189,0.701,0.446,0.572,0.564,0.32,,
21146,Puebla,Santa Catarina Tlaltempan,749,1536.463,4.795,13.256,0.849,0.528,0.623,0.654,0.3,,
21147,Puebla,Santa Inés Ahuatempan,6341,1973.388,6.276,12.208,0.841,0.548,0.661,0.673,0.34,,
21148,Puebla,Santa Isabel Cholula,11498,1913.859,6.521,10.82,0.8,0.518,0.657,0.648,0.31,,
21149,Puebla,Santiago Miahuatlán,30309,2259.499,6.805,11.674,0.841,0.551,0.682,0.681,0.29,,
21150,Puebla,Huehuetlán el Grande,6105,1533.249,5.598,11.03,0.852,0.493,0.623,0.64,0.33,,
21151,Puebla,Santo Tomás Hueyotlipan,9315,1863.3,8.312,12.721,0.758,0.63,0.652,0.678,0.34,,
21152,Puebla,Soltepec,12631,1799.064,6.541,12.047,0.876,0.553,0.647,0.679,0.31,,
21153,Puebla,Tecali de Herrera,23625,2096.996,8.047,12.604,0.795,0.618,0.67,0.691,0.31,,
21154,Puebla,Tecamachalco,80771,2507.037,8.308,12.351,0.838,0.62,0.697,0.713,0.33,,
21155,Puebla,Tecomatlán,6830,2665.862,7.57,13.26,0.829,0.621,0.707,0.714,0.39,,
21156,Puebla,Tehuacán,327312,2965.24,8.804,12.957,0.784,0.653,0.723,0.718,0.32,,
21157,Puebla,Tehuitzingo,12672,2026.97,6.304,11.735,0.849,0.536,0.665,0.671,0.34,,
21158,Puebla,Tenampulco,6743,1993.026,6.977,13.024,0.812,0.594,0.663,0.684,0.32,,
21159,Puebla,Teopantlán,3836,1386.364,3.726,12.001,0.828,0.458,0.608,0.613,0.35,,
21160,Puebla,Teotlalco,3689,1890.103,6.717,12.43,0.857,0.569,0.655,0.684,0.33,,
21161,Puebla,Tepanco de López,22218,2259.771,7.147,12.894,0.857,0.596,0.682,0.704,0.3,,
21162,Puebla,Tepango de Rodríguez,4155,1256.305,4.623,11.917,0.763,0.485,0.593,0.603,0.35,,
21163,Puebla,Tepatlaxco de Hidalgo,18854,1968.269,6.854,11.544,0.806,0.549,0.661,0.664,0.32,,
21164,Puebla,Tepeaca,84270,2282.756,7.826,11.68,0.77,0.585,0.683,0.675,0.33,,
21165,Puebla,Tepemaxalco,1216,1336.727,4.654,11.34,0.626,0.47,0.602,0.562,0.32,,
21166,Puebla,Tepeojuma,8918,1709.789,5.924,11.444,0.885,0.515,0.639,0.663,0.35,,
21167,Puebla,Tepetzintla,10373,1140.344,4.278,11.635,0.531,0.466,0.578,0.523,0.32,,
21168,Puebla,Tepexco,7523,1462.69,5.361,10.803,0.773,0.479,0.616,0.611,0.35,,
21169,Puebla,Tepexi de Rodríguez,22331,2114.86,7.209,12.525,0.728,0.588,0.672,0.66,0.34,,
21170,Puebla,Tepeyahualco,19200,1771.984,6.307,11.047,0.672,0.517,0.645,0.607,0.32,,
21171,Puebla,Tepeyahualco de Cuauhtémoc,3851,2190.736,7.977,12.45,0.867,0.612,0.677,0.711,0.28,,
21172,Puebla,Tetela de Ocampo,27216,1765.908,6.118,12.481,0.825,0.551,0.644,0.664,0.35,,
21173,Puebla,Teteles de Ávila Castillo,6653,2862.463,10.323,14.914,0.789,0.758,0.717,0.754,0.38,,
21174,Puebla,Teziutlán,103583,3061.875,9.377,13.447,0.789,0.686,0.728,0.733,0.34,,
21175,Puebla,Tianguismanalco,14432,1753.827,6.705,11.293,0.885,0.537,0.643,0.674,0.34,,
21176,Puebla,Tilapa,9664,2205.961,7.35,12.231,0.881,0.585,0.678,0.704,0.34,,
21177,Puebla,Tlacotepec de Benito Juárez,54757,1845.06,6.07,11.329,0.806,0.517,0.651,0.647,0.31,,
21178,Puebla,Tlacuilotepec,15977,1444.209,5.485,12.616,0.792,0.533,0.614,0.638,0.3,,
21179,Puebla,Tlachichuca,31639,1633.376,6.805,11.542,0.801,0.547,0.633,0.652,0.33,,
21180,Puebla,Tlahuapan,41547,1998.763,7.457,11.747,0.848,0.575,0.663,0.686,0.3,,
21181,Puebla,Tlaltenango,7425,2035.932,7.965,12.747,0.836,0.62,0.666,0.701,0.34,,
21182,Puebla,Tlanepantla,5390,1544.769,7.526,11.773,0.833,0.578,0.624,0.67,0.32,,
21183,Puebla,Tlaola,20433,1258.333,4.513,11.195,0.685,0.461,0.593,0.572,0.32,,
21184,Puebla,Tlapacoya,6422,1338.449,4.826,10.971,0.824,0.466,0.603,0.614,0.31,,
21185,Puebla,Tlapanalá,10344,1837.095,6.015,10.367,0.879,0.488,0.65,0.653,0.31,,
21186,Puebla,Tlatlauquitepec,55576,2256.877,8.314,13.376,0.831,0.649,0.681,0.716,0.37,,
21187,Puebla,Tlaxco,4934,1695.631,6.103,11.41,0.694,0.52,0.638,0.613,0.34,,
21188,Puebla,Tochimilco,19315,1447.096,6.079,9.844,0.852,0.476,0.614,0.629,0.33,,
21189,Puebla,Tochtepec,22454,2273.356,7.598,12.076,0.833,0.589,0.683,0.694,0.31,,
21190,Puebla,Totoltepec de Guerrero,1187,1840.072,7.461,13.162,0.647,0.614,0.651,0.637,0.35,,
21191,Puebla,Tulcingo,9871,2152.906,5.845,11.184,0.777,0.505,0.674,0.642,0.34,,
21192,Puebla,Tuzamapan de Galeana,5924,1663.769,6.773,13.053,0.659,0.588,0.635,0.627,0.33,,
21193,Puebla,Tzicatlacoyan,6476,1612.266,6.313,11.201,0.814,0.522,0.631,0.645,0.29,,
21194,Puebla,Venustiano Carranza,28395,2122.807,7.209,13.073,0.842,0.603,0.672,0.699,0.32,,
21195,Puebla,Vicente Guerrero,26559,1157.04,4.193,10.226,0.717,0.424,0.581,0.561,0.35,,
21196,Puebla,Xayacatlán de Bravo,1570,2174.049,7.102,13.274,0.89,0.605,0.676,0.714,0.41,,
21197,Puebla,Xicotepec,80591,2276.022,7.728,13.192,0.861,0.624,0.683,0.716,0.34,,
21198,Puebla,Xicotlán,1312,1441.895,5.455,11.672,0.566,0.506,0.614,0.56,0.32,,
21199,Puebla,Xiutetelco,42943,1977.105,6.216,11.196,0.818,0.518,0.661,0.654,0.3,,
21200,Puebla,Xochiapulco,3443,1626.498,6.483,12.045,0.855,0.551,0.632,0.668,0.37,,
21201,Puebla,Xochiltepec,3375,1779.573,5.576,11.669,0.883,0.51,0.646,0.662,0.31,,
21202,Puebla,Xochitlán de Vicente Suárez,13025,1522.691,5.444,11.038,0.853,0.488,0.622,0.637,0.31,,
21203,Puebla,Xochitlán Todos Santos,7178,1701.917,6.078,11.168,0.772,0.513,0.639,0.632,0.32,,
21204,Puebla,Yaonáhuac,7926,2342.577,8.829,14.704,0.878,0.703,0.687,0.751,0.37,,
21205,Puebla,Yehualtepec,26392,1976.76,6.655,11.833,0.827,0.551,0.661,0.67,0.3,,
21206,Puebla,Zacapala,4647,1816.749,5.487,11.552,0.708,0.504,0.649,0.614,0.31,,
21207,Puebla,Zacapoaxtla,57887,2140.201,7.334,12.917,0.746,0.603,0.673,0.671,0.35,,
21208,Puebla,Zacatlán,87361,2167.247,7.695,12.099,0.797,0.593,0.675,0.683,0.38,,
21209,Puebla,Zapotitlán,8595,1949.69,7.029,13.153,0.863,0.6,0.659,0.699,0.35,,
21210,Puebla,Zapotitlán de Méndez,5675,1617.582,6.454,13.025,0.665,0.577,0.631,0.623,0.35,,
21211,Puebla,Zaragoza,16752,2698.811,9.655,14.075,0.771,0.713,0.708,0.73,0.36,,
21212,Puebla,Zautla,20717,1459.815,5.44,12.196,0.739,0.52,0.616,0.619,0.32,,
21213,Puebla,Zihuateutla,11967,1593.359,5.723,11.984,0.856,0.524,0.629,0.656,0.3,,
21214,Puebla,Zinacatepec,18359,2104.043,6.373,11.271,0.845,0.526,0.671,0.668,0.3,,
21215,Puebla,Zongozotla,4539,1451.453,5.994,12.007,0.618,0.533,0.615,0.588,0.33,,
21216,Puebla,Zoquiapan,2452,1606.528,5.366,12.699,0.843,0.532,0.63,0.656,0.33,,
21217,Puebla,Zoquitlán,20335,1168.122,3.848,10.035,0.758,0.407,0.582,0.564,0.37,,
22001,Querétaro,Amealco de Bonfil,66841,2468.342,6.949,11.462,0.773,0.55,0.695,0.666,0.36,,
22002,Querétaro,Pinal de Amoles,27365,1744.138,6.442,11.152,0.797,0.525,0.642,0.645,0.37,,
22003,Querétaro,Arroyo Seco,13142,2827.225,6.768,11.386,0.856,0.542,0.715,0.692,0.35,,
22004,Querétaro,Cadereyta de Montes,69075,2588.451,7.044,11.325,0.787,0.549,0.702,0.672,0.34,,
22005,Querétaro,Colón,67121,2895.696,7.097,11.3,0.814,0.55,0.719,0.686,0.31,,
22006,Querétaro,Corregidora,212567,6822.121,12.323,14.532,0.892,0.814,0.849,0.851,0.39,,
22007,Querétaro,Ezequiel Montes,45141,2903.441,7.276,11.624,0.832,0.565,0.719,0.697,0.33,,
22008,Querétaro,Huimilpan,36808,2534.11,6.218,10.04,0.861,0.486,0.699,0.664,0.31,,
22009,Querétaro,Jalpan de Serra,27343,3378.954,7.956,12.562,0.846,0.614,0.742,0.728,0.4,,
22010,Querétaro,Landa de Matamoros,18794,2180.211,5.697,11.799,0.777,0.518,0.676,0.648,0.34,,
22011,Querétaro,El Marqués,231668,4080.896,9.502,12.02,0.882,0.651,0.771,0.762,0.37,,
22012,Querétaro,Pedro Escobedo,77404,3344.242,8.204,11.533,0.879,0.594,0.741,0.729,0.32,,
22013,Querétaro,Peñamiller,19141,2268.705,6.47,10.943,0.756,0.52,0.682,0.645,0.33,,
22014,Querétaro,Querétaro,1049777,5396.74,11.482,13.381,0.891,0.754,0.813,0.818,0.38,,
22015,Querétaro,San Joaquín,8359,2868.065,6.643,11.25,0.797,0.534,0.718,0.673,0.36,,
22016,Querétaro,San Juan del Río,297804,4065.939,9.645,13.087,0.849,0.685,0.77,0.765,0.35,,
22017,Querétaro,Tequisquiapan,72201,3340.716,8.738,12.428,0.876,0.636,0.741,0.745,0.35,,
22018,Querétaro,Tolimán,27916,2497.917,7.774,12.189,0.831,0.598,0.697,0.702,0.37,,
23001,Quintana Roo,Cozumel,88626,3797.204,9.855,12.856,0.892,0.686,0.76,0.775,0.38,,
23002,Quintana Roo,Felipe Carrillo Puerto,83990,1692.694,7.484,12.791,0.84,0.605,0.638,0.687,0.51,,
23003,Quintana Roo,Isla Mujeres,22686,3520.24,8.679,11.608,0.878,0.612,0.749,0.738,0.37,,
23004,Quintana Roo,Othón P. Blanco,233648,3837.481,9.498,13.679,0.89,0.697,0.762,0.779,0.42,,
23005,Quintana Roo,Benito Juárez,911503,4301.647,10.208,12.197,0.896,0.679,0.779,0.78,0.39,,
23006,Quintana Roo,José María Morelos,39165,1710.328,7.163,12.607,0.829,0.589,0.64,0.679,0.47,,
23007,Quintana Roo,Lázaro Cárdenas,29171,2262.356,7.788,12.463,0.862,0.606,0.682,0.709,0.43,,
23008,Quintana Roo,Solidaridad,333800,4204.055,10.757,12.003,0.884,0.692,0.775,0.78,0.38,,
23009,Quintana Roo,Tulum,46721,2574.338,8.619,10.934,0.871,0.591,0.701,0.712,0.47,,
24001,San Luis Potosí,Ahualulco,18974,1963.685,6.987,11.299,0.793,0.547,0.66,0.659,0.39,,
24002,San Luis Potosí,Alaquines,7785,1695.437,5.896,10.525,0.847,0.489,0.638,0.642,0.36,,
24003,San Luis Potosí,Aquismón,48359,1073.047,5.718,11.046,0.733,0.497,0.569,0.592,0.39,,
24004,San Luis Potosí,Armadillo de los Infante,4013,2413.258,5.545,9.175,0.879,0.44,0.692,0.644,0.36,,
24005,San Luis Potosí,Cárdenas,18317,2933.019,8.388,12.108,0.878,0.616,0.721,0.731,0.35,,
24006,San Luis Potosí,Catorce,9579,1738.756,6.537,10.861,0.869,0.52,0.642,0.662,0.38,,
